dependencia_original,decreto,fecha_decreto,factura,fecha_factura,modelo_original,serie_original,valor_clp,pagina_pdf,tabla,fila_tabla,id_fila,dependencia,familia,rbd,serie,observacion
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199811478,142205,59,21.0,7.0,no_habidos_59_21_7,Los Andes,Samsung A8/T295,6007,358893199811478,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199811353,142205,59,21.0,8.0,no_habidos_59_21_8,Los Andes,Samsung A8/T295,6007,358893199811353,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199811411,142205,59,21.0,9.0,no_habidos_59_21_9,Los Andes,Samsung A8/T295,6007,358893199811411,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199811320,142205,59,21.0,10.0,no_habidos_59_21_10,Los Andes,Samsung A8/T295,6007,358893199811320,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199806965,142205,59,21.0,11.0,no_habidos_59_21_11,Los Andes,Samsung A8/T295,6007,358893199806965,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199806882,142205,59,21.0,12.0,no_habidos_59_21_12,Los Andes,Samsung A8/T295,6007,358893199806882,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199806825,142205,59,21.0,13.0,no_habidos_59_21_13,Los Andes,Samsung A8/T295,6007,358893199806825,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199811213,142205,59,21.0,14.0,no_habidos_59_21_14,Los Andes,Samsung A8/T295,6007,358893199811213,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199811189,142205,59,21.0,15.0,no_habidos_59_21_15,Los Andes,Samsung A8/T295,6007,358893199811189,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199811700,142205,59,21.0,16.0,no_habidos_59_21_16,Los Andes,Samsung A8/T295,6007,358893199811700,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199811601,142205,59,21.0,17.0,no_habidos_59_21_17,Los Andes,Samsung A8/T295,6007,358893199811601,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199811585,142205,59,21.0,18.0,no_habidos_59_21_18,Los Andes,Samsung A8/T295,6007,358893199811585,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199815081,142205,59,21.0,19.0,no_habidos_59_21_19,Los Andes,Samsung A8/T295,6007,358893199815081,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199815024,142205,59,21.0,20.0,no_habidos_59_21_20,Los Andes,Samsung A8/T295,6007,358893199815024,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199812591,142205,59,21.0,21.0,no_habidos_59_21_21,Los Andes,Samsung A8/T295,6007,358893199812591,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199812567,142205,59,21.0,22.0,no_habidos_59_21_22,Los Andes,Samsung A8/T295,6007,358893199812567,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199812500,142205,59,21.0,23.0,no_habidos_59_21_23,Los Andes,Samsung A8/T295,6007,358893199812500,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199812187,142205,59,21.0,24.0,no_habidos_59_21_24,Los Andes,Samsung A8/T295,6007,358893199812187,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199812039,142205,59,21.0,25.0,no_habidos_59_21_25,Los Andes,Samsung A8/T295,6007,358893199812039,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199805850,142205,59,21.0,26.0,no_habidos_59_21_26,Los Andes,Samsung A8/T295,6007,358893199805850,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199805827,142205,59,21.0,27.0,no_habidos_59_21_27,Los Andes,Samsung A8/T295,6007,358893199805827,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199805777,142205,60,22.0,2.0,no_habidos_60_22_2,Los Andes,Samsung A8/T295,6007,358893199805777,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199805744,142205,60,22.0,3.0,no_habidos_60_22_3,Los Andes,Samsung A8/T295,6007,358893199805744,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199805736,142205,60,22.0,4.0,no_habidos_60_22_4,Los Andes,Samsung A8/T295,6007,358893199805736,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199805538,142205,60,22.0,5.0,no_habidos_60_22_5,Los Andes,Samsung A8/T295,6007,358893199805538,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199805132,142205,60,22.0,6.0,no_habidos_60_22_6,Los Andes,Samsung A8/T295,6007,358893199805132,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199804432,142205,60,22.0,7.0,no_habidos_60_22_7,Los Andes,Samsung A8/T295,6007,358893199804432,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199804150,142205,60,22.0,8.0,no_habidos_60_22_8,Los Andes,Samsung A8/T295,6007,358893199804150,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199802741,142205,60,22.0,9.0,no_habidos_60_22_9,Los Andes,Samsung A8/T295,6007,358893199802741,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199801222,142205,60,22.0,10.0,no_habidos_60_22_10,Los Andes,Samsung A8/T295,6007,358893199801222,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199789492,142205,60,22.0,11.0,no_habidos_60_22_11,Los Andes,Samsung A8/T295,6007,358893199789492,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199789146,142205,60,22.0,12.0,no_habidos_60_22_12,Los Andes,Samsung A8/T295,6007,358893199789146,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199788759,142205,60,22.0,13.0,no_habidos_60_22_13,Los Andes,Samsung A8/T295,6007,358893199788759,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199806759,142205,60,22.0,14.0,no_habidos_60_22_14,Los Andes,Samsung A8/T295,6007,358893199806759,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199806726,142205,60,22.0,15.0,no_habidos_60_22_15,Los Andes,Samsung A8/T295,6007,358893199806726,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199806684,142205,60,22.0,16.0,no_habidos_60_22_16,Los Andes,Samsung A8/T295,6007,358893199806684,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199806585,142205,60,22.0,17.0,no_habidos_60_22_17,Los Andes,Samsung A8/T295,6007,358893199806585,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199805959,142205,60,22.0,18.0,no_habidos_60_22_18,Los Andes,Samsung A8/T295,6007,358893199805959,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199811874,142205,60,22.0,19.0,no_habidos_60_22_19,Los Andes,Samsung A8/T295,6007,358893199811874,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199787504,142205,60,22.0,20.0,no_habidos_60_22_20,Los Andes,Samsung A8/T295,6007,358893199787504,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199787629,142205,60,22.0,21.0,no_habidos_60_22_21,Los Andes,Samsung A8/T295,6007,358893199787629,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199787405,142205,60,22.0,22.0,no_habidos_60_22_22,Los Andes,Samsung A8/T295,6007,358893199787405,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199786571,142205,60,22.0,23.0,no_habidos_60_22_23,Los Andes,Samsung A8/T295,6007,358893199786571,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199786217,142205,60,22.0,24.0,no_habidos_60_22_24,Los Andes,Samsung A8/T295,6007,358893199786217,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199785797,142205,60,22.0,25.0,no_habidos_60_22_25,Los Andes,Samsung A8/T295,6007,358893199785797,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199785417,142205,60,22.0,26.0,no_habidos_60_22_26,Los Andes,Samsung A8/T295,6007,358893199785417,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199783362,142205,60,22.0,27.0,no_habidos_60_22_27,Los Andes,Samsung A8/T295,6007,358893199783362,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893196836999,142205,61,23.0,2.0,no_habidos_61_23_2,Los Andes,Samsung A8/T295,6007,358893196836999,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199810165,142205,61,23.0,3.0,no_habidos_61_23_3,Los Andes,Samsung A8/T295,6007,358893199810165,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199810264,142205,61,23.0,4.0,no_habidos_61_23_4,Los Andes,Samsung A8/T295,6007,358893199810264,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199810314,142205,61,23.0,5.0,no_habidos_61_23_5,Los Andes,Samsung A8/T295,6007,358893199810314,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199810322,142205,61,23.0,6.0,no_habidos_61_23_6,Los Andes,Samsung A8/T295,6007,358893199810322,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199810421,142205,61,23.0,7.0,no_habidos_61_23_7,Los Andes,Samsung A8/T295,6007,358893199810421,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199810454,142205,61,23.0,8.0,no_habidos_61_23_8,Los Andes,Samsung A8/T295,6007,358893199810454,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199810496,142205,61,23.0,9.0,no_habidos_61_23_9,Los Andes,Samsung A8/T295,6007,358893199810496,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199810538,142205,61,23.0,10.0,no_habidos_61_23_10,Los Andes,Samsung A8/T295,6007,358893199810538,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199810561,142205,61,23.0,11.0,no_habidos_61_23_11,Los Andes,Samsung A8/T295,6007,358893199810561,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199810090,142205,61,23.0,12.0,no_habidos_61_23_12,Los Andes,Samsung A8/T295,6007,358893199810090,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199810660,142205,61,23.0,13.0,no_habidos_61_23_13,Los Andes,Samsung A8/T295,6007,358893199810660,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199809233,142205,61,23.0,14.0,no_habidos_61_23_14,Los Andes,Samsung A8/T295,6007,358893199809233,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199808730,142205,61,23.0,15.0,no_habidos_61_23_15,Los Andes,Samsung A8/T295,6007,358893199808730,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199810678,142205,61,23.0,16.0,no_habidos_61_23_16,Los Andes,Samsung A8/T295,6007,358893199810678,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199810736,142205,61,23.0,17.0,no_habidos_61_23_17,Los Andes,Samsung A8/T295,6007,358893199810736,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199810819,142205,61,23.0,18.0,no_habidos_61_23_18,Los Andes,Samsung A8/T295,6007,358893199810819,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199810827,142205,61,23.0,19.0,no_habidos_61_23_19,Los Andes,Samsung A8/T295,6007,358893199810827,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199810918,142205,61,23.0,20.0,no_habidos_61_23_20,Los Andes,Samsung A8/T295,6007,358893199810918,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199810926,142205,61,23.0,21.0,no_habidos_61_23_21,Los Andes,Samsung A8/T295,6007,358893199810926,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199810975,142205,61,23.0,22.0,no_habidos_61_23_22,Los Andes,Samsung A8/T295,6007,358893199810975,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199811023,142205,61,23.0,23.0,no_habidos_61_23_23,Los Andes,Samsung A8/T295,6007,358893199811023,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199808508,142205,61,23.0,24.0,no_habidos_61_23_24,Los Andes,Samsung A8/T295,6007,358893199808508,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199808466,142205,61,23.0,25.0,no_habidos_61_23_25,Los Andes,Samsung A8/T295,6007,358893199808466,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199808433,142205,61,23.0,26.0,no_habidos_61_23_26,Los Andes,Samsung A8/T295,6007,358893199808433,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199808268,142205,61,23.0,27.0,no_habidos_61_23_27,Los Andes,Samsung A8/T295,6007,358893199808268,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199808698,142205,62,24.0,2.0,no_habidos_62_24_2,Los Andes,Samsung A8/T295,6007,358893199808698,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199815164,142205,62,24.0,3.0,no_habidos_62_24_3,Los Andes,Samsung A8/T295,6007,358893199815164,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199815099,142205,62,24.0,4.0,no_habidos_62_24_4,Los Andes,Samsung A8/T295,6007,358893199815099,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199808599,142205,62,24.0,5.0,no_habidos_62_24_5,Los Andes,Samsung A8/T295,6007,358893199808599,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199808680,142205,62,24.0,6.0,no_habidos_62_24_6,Los Andes,Samsung A8/T295,6007,358893199808680,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199808755,142205,62,24.0,7.0,no_habidos_62_24_7,Los Andes,Samsung A8/T295,6007,358893199808755,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199808896,142205,62,24.0,8.0,no_habidos_62_24_8,Los Andes,Samsung A8/T295,6007,358893199808896,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199809035,142205,62,24.0,9.0,no_habidos_62_24_9,Los Andes,Samsung A8/T295,6007,358893199809035,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199809050,142205,62,24.0,10.0,no_habidos_62_24_10,Los Andes,Samsung A8/T295,6007,358893199809050,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199809084,142205,62,24.0,11.0,no_habidos_62_24_11,Los Andes,Samsung A8/T295,6007,358893199809084,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199809100,142205,62,24.0,12.0,no_habidos_62_24_12,Los Andes,Samsung A8/T295,6007,358893199809100,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199811783,142205,62,24.0,13.0,no_habidos_62_24_13,Los Andes,Samsung A8/T295,6007,358893199811783,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199809118,142205,62,24.0,14.0,no_habidos_62_24_14,Los Andes,Samsung A8/T295,6007,358893199809118,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199809175,142205,62,24.0,15.0,no_habidos_62_24_15,Los Andes,Samsung A8/T295,6007,358893199809175,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199809266,142205,62,24.0,16.0,no_habidos_62_24_16,Los Andes,Samsung A8/T295,6007,358893199809266,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199809357,142205,62,24.0,17.0,no_habidos_62_24_17,Los Andes,Samsung A8/T295,6007,358893199809357,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199809746,142205,62,24.0,18.0,no_habidos_62_24_18,Los Andes,Samsung A8/T295,6007,358893199809746,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199809779,142205,62,24.0,19.0,no_habidos_62_24_19,Los Andes,Samsung A8/T295,6007,358893199809779,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199809803,142205,62,24.0,20.0,no_habidos_62_24_20,Los Andes,Samsung A8/T295,6007,358893199809803,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199808136,142205,62,24.0,21.0,no_habidos_62_24_21,Los Andes,Samsung A8/T295,6007,358893199808136,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199808037,142205,62,24.0,22.0,no_habidos_62_24_22,Los Andes,Samsung A8/T295,6007,358893199808037,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199807997,142205,62,24.0,23.0,no_habidos_62_24_23,Los Andes,Samsung A8/T295,6007,358893199807997,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199807963,142205,62,24.0,24.0,no_habidos_62_24_24,Los Andes,Samsung A8/T295,6007,358893199807963,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199807930,142205,62,24.0,25.0,no_habidos_62_24_25,Los Andes,Samsung A8/T295,6007,358893199807930,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199807922,142205,62,24.0,26.0,no_habidos_62_24_26,Los Andes,Samsung A8/T295,6007,358893199807922,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199807245,142205,62,24.0,27.0,no_habidos_62_24_27,Los Andes,Samsung A8/T295,6007,358893199807245,10.a
Molulco,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199809217,142205,63,25.0,2.0,no_habidos_63_25_2,Molulco,Samsung A8/T295,6009,358893199809217,10.a
Molulco,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199797396,142205,63,25.0,3.0,no_habidos_63_25_3,Molulco,Samsung A8/T295,6009,358893199797396,10.a
,,,,,,,82367,22,,,tabla3_sin_serie_1,Volcán Llaima,Huawei T3,19927,,10.b
,,,,,,,82367,22,,,tabla3_sin_serie_2,Volcán Llaima,Huawei T3,19927,,10.b
,,,,,,,240190,22,,,tabla4_impresora_1,Molulco,Impresora Epson,6009,,10.c
